# Pathway	CD11_S3_L008_paired_merged.assembled_Abundance	CD13_S9_L008_paired_merged.assembled_Abundance	CD15_S1_L008_paired_merged.assembled_Abundance	CD18_S19_L008_paired_merged.assembled_Abundance	CD21_S24_L008_paired_merged.assembled_Abundance	CD27_S29_L008_paired_merged.assembled_Abundance	CD34_S34_L008_paired_merged.assembled_Abundance	CD38_S39_L008_paired_merged.assembled_Abundance	CD44_S4_L008_paired_merged.assembled_Abundance	CD49_S10_L008_paired_merged.assembled_Abundance	CD4_S33_L008_paired_merged.assembled_Abundance	CD6_S38_L008_paired_merged.assembled_Abundance	PE04_S35_L008_paired_merged.assembled_Abundance	PE23_S40_L008_paired_merged.assembled_Abundance	PE25_S5_L008_paired_merged.assembled_Abundance	PE32_S11_L008_paired_merged.assembled_Abundance	PE36_S16_L008_paired_merged.assembled_Abundance	PE37_S21_L008_paired_merged.assembled_Abundance	PE48_S26_L008_paired_merged.assembled_Abundance	PE49_S31_L008_paired_merged.assembled_Abundance	PE52_S36_L008_paired_merged.assembled_Abundance	PE54_S41_L008_paired_merged.assembled_Abundance	PE57_S6_L008_paired_merged.assembled_Abundance	PE60_S12_L008_paired_merged.assembled_Abundance	R01_S17_L008_paired_merged.assembled_Abundance	R02_S22_L008_paired_merged.assembled_Abundance	R03_S27_L008_paired_merged.assembled_Abundance	R04_S32_L008_paired_merged.assembled_Abundance	R05_S37_L008_paired_merged.assembled_Abundance	R06_S42_L008_paired_merged.assembled_Abundance	R07_S7_L008_paired_merged.assembled_Abundance	R08_S13_L008_paired_merged.assembled_Abundance
PWY-7783: plasmalogen degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75595e-06	0	0	0	0	0	0	0	0
PWY-7783: plasmalogen degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75595e-06	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II	0.000228811	0.000271497	0.000208464	0.000306225	0.00034338	0.000278401	0.00036405	0.00035308	0.00034971	0.000243583	0.000252077	0.000317064	0.000229156	0.000317699	0.000245692	0.000302568	0.000221793	0.000247245	0.000237836	0.000299403	0.000294628	0.0002632	0.000299423	0.000352746	0.000296035	0.000327788	0.000336794	0.000289769	0.000302944	0.000275543	0.00024761	0.000316333
PWY-7790: UMP biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.98138e-06	0
PWY-7790: UMP biosynthesis II|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57919e-06	0	7.04074e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	0	0	0	5.37268e-06	1.30263e-05	0	8.39336e-06	0	4.83073e-06	0	0	0	0	0	0	3.02338e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.48205e-05	0	2.29962e-05	6.10411e-06	7.55724e-06	3.73868e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2988e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II|unclassified	0.000213884	0.000260346	0.000204009	0.000292702	0.000323652	0.000265536	0.000352931	0.000344441	0.000344091	0.000239452	0.000242885	0.000308098	0.000199636	0.00027223	0.000212873	0.000267501	0.000180653	0.000230451	0.000236026	0.00029481	0.000289691	0.000259913	0.000292085	0.000343075	0.000296035	0.000316427	0.00033642	0.000289769	0.000286046	0.000272611	0.000232858	0.000316333
PWY-7791: UMP biosynthesis III	0.000228811	0.000271497	0.000208464	0.000306225	0.00034338	0.000278401	0.00036405	0.00035308	0.00034971	0.000243583	0.000252077	0.000317064	0.000229156	0.000317699	0.000245692	0.000302568	0.000221793	0.000247245	0.000237836	0.000299403	0.000294628	0.0002632	0.000299423	0.000352746	0.000296035	0.000327788	0.000336794	0.000289769	0.000302944	0.000275543	0.00024761	0.000316333
PWY-7791: UMP biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.98138e-06	0
PWY-7791: UMP biosynthesis III|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57919e-06	0	7.04074e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09167e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III|g__Eggerthella.s__Eggerthella_lenta	0	0	0	5.37268e-06	1.30263e-05	0	8.39336e-06	0	4.83073e-06	0	0	0	0	0	0	3.02338e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.20955e-05	0	2.23606e-05	4.92497e-06	7.66008e-06	3.1923e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2988e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III|unclassified	0.000213884	0.000260346	0.000204009	0.000292702	0.000323652	0.000265536	0.000352931	0.000344441	0.000344091	0.000239452	0.000242885	0.000308098	0.000199636	0.00027223	0.000212873	0.000267501	0.000180653	0.000230451	0.000236026	0.00029481	0.000289691	0.000259913	0.000292085	0.000343075	0.000296035	0.000316427	0.00033642	0.000289769	0.000286046	0.000272611	0.000232858	0.000316333
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	7.1671e-05	0.000144428	0.000106363	0.000156671	0.00016629	0.000157545	0.000224568	0.000177034	0.000159519	0.000155649	0.00017273	0.000147911	0.000134255	0.000195762	0.000159567	0.000166899	0.00012328	0.000160409	0.000129564	0.000152081	0.000137381	0.000133038	0.000154204	0.000132385	0.000166552	0.000182311	0.000192294	0.000145465	0.000116259	0.000158969	0.000136796	0.000197593
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19629e-06	0	9.62145e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78609e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30002e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Eggerthella.s__Eggerthella_lenta	0	0	6.80313e-06	0	8.56118e-06	0	0	5.9501e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.38469e-05	0	2.10515e-05	0	8.44021e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87495e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|unclassified	7.1671e-05	0.00013714	8.83407e-05	0.000141686	0.000153565	0.000150326	0.000219059	0.000170045	0.000147838	0.000153016	0.0001542	0.000101725	0.000111933	0.00017687	0.000125367	0.000144652	9.42011e-05	0.000142745	0.000120506	0.000145343	0.000126217	0.000132266	0.000153441	0.000131984	0.00016614	0.000175484	0.000192294	0.000145465	9.19582e-05	0.000158969	0.000133762	0.000197593
PWY-7858: (5Z)-dodecenoate biosynthesis II	9.54652e-06	0	0	0	0	0	0	0	1.2712e-05	0	5.70469e-06	0	0	4.52347e-05	0	0	0	8.0625e-06	0	0	1.26314e-05	0	4.22006e-06	0	0	0	0	0	0	0	7.25414e-06	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	7.38462e-06	0	0	0	0	0	0	0	4.94079e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64709e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61787e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|unclassified	0	0	0	0	0	0	0	0	0	0	5.08886e-06	0	0	0	0	0	0	3.70173e-06	0	0	1.00018e-05	0	0	0	0	0	0	0	0	0	4.89228e-06	0
PWY-7883: anhydromuropeptides recycling II	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65097e-05	0	0	1.32346e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	0	0	0	0	0	0	0	0	2.36956e-05	0	4.83336e-06	7.36773e-06	0	0	8.82844e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.000164048	0.000191407	0.000117777	0.000188185	0.000207991	0.000192826	0.000263364	0.000222038	0.000197099	0.000177368	0.00016818	0.000142299	0.000162729	0.00021311	0.000182262	0.000209029	0.000169285	0.000183345	0.00012824	0.000188945	0.000151183	0.000166587	0.00018576	0.000203271	0.000215529	0.00024508	0.00021864	0.000185374	0.000150161	0.000223728	0.000186735	0.00022933
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	6.69407e-06	0	0	0	0	2.57667e-06	1.4582e-05	0	0	0	0	0	0	0	0	5.78024e-06	0	0	0	0	1.10076e-05	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70696e-06	2.79167e-06	6.67955e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18515e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41227e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	0	5.18857e-06	0	6.43747e-06	1.26002e-05	0	8.08102e-06	7.90319e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	9.11353e-06	0	2.25658e-05	5.03912e-06	6.7668e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|unclassified	0.000161853	0.000182876	0.000114701	0.000172034	0.000191674	0.000176418	0.000251595	0.000208395	0.000181451	0.000175375	0.000145863	0.000132148	0.000137135	0.000185721	0.000141468	0.000168153	0.000124804	0.000169249	0.00011878	0.000184635	0.00014349	0.000164021	0.000176494	0.000198477	0.000215098	0.00022595	0.000216961	0.000184905	0.000141329	0.000220268	0.000165791	0.00022933
PWY-7977: L-methionine biosynthesis IV	6.37757e-05	5.8327e-05	6.29018e-05	4.53389e-05	8.21703e-05	4.55863e-05	2.77717e-05	3.90676e-05	3.76713e-05	9.17252e-05	7.56235e-05	8.83298e-05	6.53187e-05	8.21793e-05	0.000107766	8.97583e-05	9.08388e-05	0.000102728	6.4946e-05	6.09399e-05	6.44253e-05	5.30264e-05	5.71846e-05	9.90954e-05	5.95757e-05	5.72785e-05	5.92591e-05	6.11128e-05	6.59306e-05	3.80543e-05	2.96782e-05	2.65168e-05
PWY-7977: L-methionine biosynthesis IV|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17445e-06	1.7626e-06	7.4229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	5.26587e-06	0	4.73904e-06	8.67747e-06	1.84631e-06	0	0	0	0	0	0	0	0	3.88908e-06	0	0	7.07677e-06	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71884e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46937e-06	2.33595e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	1.60575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.62023e-05	0	2.41464e-05	5.06351e-06	8.41323e-06	2.78187e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60757e-06	0	0	0	0	0	0	4.62861e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43711e-06	3.58559e-06	0	2.47979e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19821e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06513e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|unclassified	6.37757e-05	5.82504e-05	6.25437e-05	3.89645e-05	8.17255e-05	4.55584e-05	2.7764e-05	3.9038e-05	3.76158e-05	9.17252e-05	6.72248e-05	5.55735e-05	3.31785e-05	4.29916e-05	6.58899e-05	4.89223e-05	6.15458e-05	8.194e-05	5.84659e-05	5.51322e-05	5.8408e-05	4.88376e-05	5.69625e-05	9.87907e-05	5.92986e-05	4.91371e-05	5.92591e-05	6.11128e-05	4.37382e-05	3.28202e-05	2.95629e-05	2.65168e-05
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10857e-05	1.2105e-05	2.12149e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I	0	0	0	6.68726e-06	0	0	0	7.66776e-06	5.91451e-06	0	1.66632e-05	0	5.01831e-05	2.84313e-05	6.56227e-05	2.69188e-05	4.38526e-05	2.88767e-05	0	0	1.00373e-05	0	4.09952e-06	0	0	0	0	0	0	0	1.57597e-05	0
PWY-8004: Entner-Doudoroff pathway I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.46723e-05	0	2.18609e-05	4.28242e-06	6.80005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	7.75041e-06	0	2.34349e-05	0	2.9772e-06	8.01584e-06	0	0	0	0	3.6765e-06	0	0	0	0	0	0	0	1.51381e-05	0
PWY-8073: lipid IVA biosynthesis (P. putida)	0	0	0	0	0	0	0	0	0	0	6.44582e-06	0	2.03779e-05	3.70867e-05	1.34542e-05	4.68821e-06	1.41295e-05	0	0	0	6.45784e-06	0	4.095e-06	5.85144e-06	4.00106e-06	0	0	0	0	0	1.19859e-05	0
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37955e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|unclassified	0	0	0	0	0	0	0	0	0	0	5.89218e-06	0	6.92225e-06	0	4.74079e-06	0	0	0	0	0	6.10802e-06	0	3.95775e-06	0	3.6467e-06	0	0	0	0	0	0	0
PWY-8131: 5'-deoxyadenosine degradation II	2.91334e-05	0	0	0	6.75196e-06	7.85887e-06	9.22172e-06	6.97198e-06	9.69852e-06	6.76282e-06	4.85888e-06	1.24232e-05	3.899e-06	4.34735e-06	0	1.56511e-05	7.78975e-06	3.13223e-06	0	6.37673e-06	8.22249e-06	6.43619e-06	1.1324e-05	1.38232e-05	6.19403e-06	9.88374e-06	6.90252e-06	0	7.01512e-06	8.81842e-06	0	1.0819e-05
PWY-8131: 5'-deoxyadenosine degradation II|unclassified	2.90392e-05	0	0	0	6.02028e-06	6.83931e-06	9.13636e-06	6.30235e-06	9.68582e-06	6.7518e-06	4.79779e-06	1.1237e-05	3.78553e-06	4.34437e-06	0	1.41539e-05	7.4302e-06	3.12623e-06	0	6.37673e-06	8.22249e-06	6.43619e-06	1.13207e-05	1.27893e-05	6.19403e-06	9.82622e-06	6.59146e-06	0	7.01512e-06	8.81842e-06	0	1.0819e-05
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.000206017	0.000214381	0.000150907	0.000231309	0.000222261	0.000223423	0.000229512	0.000247837	0.000234857	0.00026963	0.000201098	0.000206728	0.000155469	0.000214429	0.00017347	0.000209713	0.000182943	0.000190442	0.000212565	0.000254265	0.000211014	0.000209208	0.000211312	0.000214248	0.000207573	0.000228126	0.000264722	0.000237294	0.00022842	0.000217946	0.00020631	0.000275462
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.54187e-05	0	2.21586e-05	0	9.88557e-06	4.05536e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	0.000204959	0.000212944	0.000145405	0.000225945	0.000218983	0.000219958	0.000226189	0.000245352	0.000228143	0.000260479	0.000178204	0.000190887	0.00013812	0.000201215	0.000151592	0.000193163	0.000157368	0.000181237	0.000206972	0.00025049	0.000208101	0.000209208	0.000210645	0.000211614	0.000207573	0.000218603	0.000261433	0.000237294	0.000218997	0.000217946	0.000194855	0.000275462
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	6.6495e-05	3.08612e-05	3.94817e-05	4.18377e-05	8.03537e-05	3.11374e-05	6.90541e-05	5.13896e-05	5.7506e-05	3.94666e-05	3.23538e-05	1.72367e-05	3.95013e-05	9.41451e-05	4.55606e-05	6.21502e-05	3.78787e-05	1.61825e-05	2.92341e-05	2.63209e-05	2.17146e-05	8.8128e-06	9.09059e-05	4.44503e-05	5.12469e-05	4.79777e-05	6.47084e-05	5.72145e-05	8.71661e-05	6.66186e-05	4.55146e-05	7.66578e-05
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09185e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	6.03495e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Eggerthella.s__Eggerthella_lenta	0	0	0	6.07104e-06	9.24379e-06	0	7.02344e-06	8.17092e-06	0	0	0	0	0	0	0	3.15773e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14896e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	6.6495e-05	2.51558e-05	0	1.90648e-05	2.43111e-05	5.47903e-06	4.1753e-05	3.59921e-05	3.0274e-05	2.41839e-05	2.58127e-05	1.72054e-05	9.52738e-06	5.03887e-05	4.41595e-05	4.45433e-05	2.9098e-05	1.60784e-05	2.3962e-05	2.62656e-05	2.16376e-05	8.8128e-06	9.00193e-05	3.76519e-05	5.12387e-05	4.0755e-05	6.46283e-05	5.72145e-05	8.59857e-05	6.66186e-05	4.48249e-05	7.66578e-05
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0	0	0	0	0	0	0	0	0	0	2.15347e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0	4.26599e-06	0	0	0	0	0	0	0	1.99179e-05	1.87659e-05	0	1.75678e-05	5.33756e-05	2.56836e-05	0	0	1.45362e-05	9.42064e-06	0	1.82698e-05	0	0	7.35556e-06	0	0	0	2.45263e-05	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	0	4.26573e-06	0	0	0	0	0	0	0	1.99179e-05	1.41181e-05	0	1.37951e-05	0	1.40473e-05	0	0	1.25118e-05	8.22241e-06	0	1.11964e-05	0	0	7.35382e-06	0	0	0	2.45263e-05	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.000147199	0.000164274	0.000197834	0.000166029	0.000222064	0.000148138	0.000132708	0.000171382	0.000174067	0.000231469	0.00013663	0.000130132	0.00021461	0.000227652	0.000186284	0.000179654	0.000214331	0.000166672	0.000156651	0.00012487	0.000167667	0.000203827	0.000180787	0.000224962	0.00013649	5.8802e-05	0.000146215	0.000145096	0.000190635	0.000163699	0.000251243	0.00015081
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	1.29707e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	0.000146893	0.000162325	0.000182516	0.000144945	0.000173426	0.000121237	8.15543e-05	0.000152383	0.000134052	0.000226062	0.000122143	0.000115185	0.000171713	0.000198025	0.000141242	0.000133304	0.000178709	0.000153524	0.000154187	0.000124746	0.000164869	0.000203207	0.000179055	0.000217874	0.00013631	4.22186e-05	0.000146113	0.000145091	0.000175596	0.000163354	0.000229913	0.00015081
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	1.51632e-05	0	0	0	0	1.77399e-05	0	2.84159e-05	7.45519e-06	0	1.67892e-05	2.32111e-05	2.60647e-05	1.95477e-05	2.09695e-05	3.63371e-05	9.93197e-06	1.4402e-05	0	2.4706e-05	3.41276e-05	1.35942e-05	6.63115e-06	3.00093e-05	0	0	0	7.30776e-06	2.09009e-05	0	2.68556e-05	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	1.51427e-05	0	0	0	0	1.77387e-05	0	2.84137e-05	7.24588e-06	0	5.78205e-06	2.31992e-05	1.27844e-05	0	6.71094e-06	3.33771e-05	0	9.49454e-06	0	2.4706e-05	2.09885e-05	1.3593e-05	6.63025e-06	2.99958e-05	0	0	0	7.30776e-06	2.08977e-05	0	5.41051e-06	0
PWY0-1061: superpathway of L-alanine biosynthesis	2.75503e-05	4.66639e-05	0	1.44619e-05	4.71628e-05	3.98535e-05	5.40094e-05	4.24679e-05	4.79051e-05	0	4.94104e-05	4.20724e-05	2.47586e-05	5.26357e-05	2.90427e-05	3.78338e-05	3.18581e-05	3.93479e-05	4.18798e-05	2.14535e-05	4.00727e-05	3.11403e-05	3.6227e-05	2.11313e-05	1.87832e-05	4.41781e-05	0	3.82824e-05	3.99594e-05	4.07479e-05	4.65004e-05	2.68742e-05
PWY0-1061: superpathway of L-alanine biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81308e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54323e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	2.75503e-05	4.6576e-05	0	1.44491e-05	4.70248e-05	3.97669e-05	5.38043e-05	4.23712e-05	4.18779e-05	0	3.92301e-05	3.4075e-05	2.45274e-05	2.75277e-05	2.86478e-05	3.75214e-05	3.10104e-05	3.90765e-05	4.17377e-05	2.14474e-05	3.13522e-05	3.11374e-05	3.61694e-05	2.11012e-05	1.87832e-05	4.39615e-05	0	3.82824e-05	3.9662e-05	4.0719e-05	4.60768e-05	2.68742e-05
