Label,id,Type,Superclass,Class,Gene
Phage-Mup27,2738,MGE,Phage,Mup27,Phage-Mup27
Phage-Mup45,2739,MGE,Phage,Mup45,Phage-Mup45
Phage-nfuA,2740,MGE,Phage,nfuA,Phage-nfuA
Phage-orf23,2741,MGE,Phage,orf23,Phage-orf23
Phage-orf36,2742,MGE,Phage,orf36,Phage-orf36
Phage-rep,2743,MGE,Phage,rep,Phage-rep
Phage-T,2744,MGE,Phage,T,Phage-T
Phage-xkdM,2745,MGE,Phage,xkdM,Phage-xkdM
pilB,2746,Virulence,Adherence,Adherence,pilB
pilE/pilA,2747,Virulence,Adherence,Adherence,pilE/pilA
Plasmid-ftsK1,2748,MGE,Plasmid,ftsK1,Plasmid-ftsK1
Plasmid-ltrBE1,2749,MGE,Plasmid,ltrBE1,Plasmid-ltrBE1
Plasmid-mbeD,2750,MGE,Plasmid,mbeD,Plasmid-mbeD
Plasmid-ORF32,2751,MGE,Plasmid,ORF32,Plasmid-ORF32
Plasmid-rlx,2752,MGE,Plasmid,rlx,Plasmid-rlx
Plasmid-traC_1,2753,MGE,Plasmid,traC_1,Plasmid-traC_1
Plasmid-virB9,2754,MGE,Plasmid,virB9,Plasmid-virB9
prgB/asc10,2755,Virulence,Adherence,Adherence,prgB/asc10
QACG,2756,ARG,multidrug,multidrug,QACG
relA,2757,Virulence,Regulation,Regulation,relA
replication/recombination/repair-dnaC,2758,MGE,replication/recombination/repair,dnaC,replication/recombination/repair-dnaC
replication/recombination/repair-gyrB_2,2759,MGE,replication/recombination/repair,gyrB_2,replication/recombination/repair-gyrB_2
replication/recombination/repair-nucS,2760,MGE,replication/recombination/repair,nucS,replication/recombination/repair-nucS
replication/recombination/repair-repL,2761,MGE,replication/recombination/repair,repL,replication/recombination/repair-repL
replication/recombination/repair-rnhC,2762,MGE,replication/recombination/repair,rnhC,replication/recombination/repair-rnhC
replication/recombination/repair-soj_3,2763,MGE,replication/recombination/repair,soj_3,replication/recombination/repair-soj_3
replication/recombination/repair-umuD,2764,MGE,replication/recombination/repair,umuD,replication/recombination/repair-umuD
replication/recombination/repair-ung2,2765,MGE,replication/recombination/repair,ung2,replication/recombination/repair-ung2
replication/recombination/repair-xerD_4,2766,MGE,replication/recombination/repair,xerD_4,replication/recombination/repair-xerD_4
rpe,2767,Virulence,Immune modulation,Immune modulation,rpe
siaC/synC,2768,Virulence,Immune modulation,Immune modulation,siaC/synC
ssaJ,2769,Virulence,Effector delivery system,Effector delivery system,ssaJ
stability/transfer/defense-ardC,2770,MGE,stability/transfer/defense,ardC,stability/transfer/defense-ardC
stability/transfer/defense-dinJ,2771,MGE,stability/transfer/defense,dinJ,stability/transfer/defense-dinJ
stability/transfer/defense-mazF,2772,MGE,stability/transfer/defense,mazF,stability/transfer/defense-mazF
stability/transfer/defense-noc_1,2773,MGE,stability/transfer/defense,noc_1,stability/transfer/defense-noc_1
stability/transfer/defense-ORF036,2774,MGE,stability/transfer/defense,ORF036,stability/transfer/defense-ORF036
stability/transfer/defense-prlF,2775,MGE,stability/transfer/defense,prlF,stability/transfer/defense-prlF
STM0273,2776,Virulence,Effector delivery system,Effector delivery system,STM0273
STM0274,2777,Virulence,Effector delivery system,Effector delivery system,STM0274
tcpI,2778,Virulence,Adherence,Adherence,tcpI
Transposon-tnpZ,2779,MGE,Transposon,tnpZ,Transposon-tnpZ
VANVB,2780,ARG,glycopeptide,glycopeptide,VANVB
VGAA,2781,ARG,MLS,MLS,VGAA
VGAD,2782,ARG,MLS,MLS,VGAD
vscN,2783,Virulence,Effector delivery system,Effector delivery system,vscN
acfB,2784,Virulence,Others,Others,acfB
allB,2785,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,allB
aslA,2786,Virulence,Invasion,Invasion,aslA
bplL,2787,Virulence,Immune modulation,Immune modulation,bplL
cgsF,2788,Virulence,Adherence,Adherence,cgsF
chuX,2789,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,chuX
Cj1440c,2790,Virulence,Immune modulation,Immune modulation,Cj1440c
clbB,2791,Virulence,Exotoxin,Exotoxin,clbB
clbI,2792,Virulence,Exotoxin,Exotoxin,clbI
clbQ,2793,Virulence,Exotoxin,Exotoxin,clbQ
clbS,2794,Virulence,Exotoxin,Exotoxin,clbS
cps4E,2795,Virulence,Immune modulation,Immune modulation,cps4E
cpsI,2796,Virulence,Immune modulation,Immune modulation,cpsI
DFRA20,2797,ARG,diaminopyrimidine,diaminopyrimidine,DFRA20
flgB,2798,Virulence,Motility,Motility,flgB
flgG2,2799,Virulence,Motility,Motility,flgG2
flhB,2800,Virulence,Motility,Motility,flhB
fliR,2801,Virulence,Motility,Motility,fliR
fliY,2802,Virulence,Motility,Motility,fliY
gspK,2803,Virulence,Effector delivery system,Effector delivery system,gspK
hasB,2804,Virulence,Immune modulation,Immune modulation,hasB
ibeC,2805,Virulence,Invasion,Invasion,ibeC
integration/excision-EF_0125;,2806,MGE,integration/excision,EF_0125;,integration/excision-EF_0125;
integration/excision-hin_5,2807,MGE,integration/excision,hin_5,integration/excision-hin_5
integration/excision-ORF1,2808,MGE,integration/excision,ORF1,integration/excision-ORF1
integration/excision-yhhI,2809,MGE,integration/excision,yhhI,integration/excision-yhhI
Integron-insI4,2810,MGE,Integron,insI4,Integron-insI4
Integron-insJ,2811,MGE,Integron,insJ,Integron-insJ
Integron-insN,2812,MGE,Integron,insN,Integron-insN
iucA,2813,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,iucA
kpsE,2814,Virulence,Invasion,Invasion,kpsE
kpsS,2815,Virulence,Invasion,Invasion,kpsS
MACA,2816,ARG,MLS,MLS,MACA
MDTN,2817,ARG,multidrug,multidrug,MDTN
METALLO-BETA-LACTAMASE,2818,ARG,beta-lactam,beta-lactam,METALLO-BETA-LACTAMASE
MEXX,2819,ARG,multidrug,multidrug,MEXX
mgtB,2820,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,mgtB
mig-14,2821,Virulence,Antimicrobial activity/Competitive advantage,Antimicrobial activity/Competitive advantage,mig-14
msbA,2822,Virulence,Immune modulation,Immune modulation,msbA
nagL,2823,Virulence,Exoenzyme,Exoenzyme,nagL
neuA-LPS,2824,Virulence,Immune modulation,Immune modulation,neuA-LPS
PBP-2X,2825,ARG,beta-lactam,beta-lactam,PBP-2X
Phage-BcepMu34,2826,MGE,Phage,BcepMu34,Phage-BcepMu34
Phage-c3172,2827,MGE,Phage,c3172,Phage-c3172
Phage-exo,2828,MGE,Phage,exo,Phage-exo
Phage-gamW,2829,MGE,Phage,gamW,Phage-gamW
Phage-lycV,2830,MGE,Phage,lycV,Phage-lycV
Phage-mnt,2831,MGE,Phage,mnt,Phage-mnt
Phage-pi204,2832,MGE,Phage,pi204,Phage-pi204
Phage-tfaQ_1,2833,MGE,Phage,tfaQ_1,Phage-tfaQ_1
Phage-ybcS,2834,MGE,Phage,ybcS,Phage-ybcS
Phage-ybiI_1,2835,MGE,Phage,ybiI_1,Phage-ybiI_1
pilD,2836,Virulence,Adherence,Adherence,pilD
Plasmid-mobA_3,2837,MGE,Plasmid,mobA_3,Plasmid-mobA_3
Plasmid-traC_2,2838,MGE,Plasmid,traC_2,Plasmid-traC_2
Plasmid-virB6,2839,MGE,Plasmid,virB6,Plasmid-virB6
PMRA,2840,ARG,multidrug,multidrug,PMRA
prgK,2841,Virulence,Effector delivery system,Effector delivery system,prgK
"regulation,competence-pvuIIC",2842,MGE,"regulation,competence",pvuIIC,"regulation,competence-pvuIIC"
replication/recombination/repair-immR_2,2843,MGE,replication/recombination/repair,immR_2,replication/recombination/repair-immR_2
replication/recombination/repair-ORF1,2844,MGE,replication/recombination/repair,ORF1,replication/recombination/repair-ORF1
replication/recombination/repair-resD,2845,MGE,replication/recombination/repair,resD,replication/recombination/repair-resD
replication/recombination/repair-rusA_1,2846,MGE,replication/recombination/repair,rusA_1,replication/recombination/repair-rusA_1
replication/recombination/repair-xerC_1,2847,MGE,replication/recombination/repair,xerC_1,replication/recombination/repair-xerC_1
sat,2848,Virulence,Effector delivery system,Effector delivery system,sat
senB,2849,Virulence,Exotoxin,Exotoxin,senB
sicA,2850,Virulence,Effector delivery system,Effector delivery system,sicA
sinH,2851,Virulence,Adherence,Adherence,sinH
srtA,2852,Virulence,Adherence,Adherence,srtA
ssrA,2853,Virulence,Effector delivery system,Effector delivery system,ssrA
stability/transfer/defense-orf9,2854,MGE,stability/transfer/defense,orf9,stability/transfer/defense-orf9
stability/transfer/defense-relE,2855,MGE,stability/transfer/defense,relE,stability/transfer/defense-relE
stability/transfer/defense-res,2856,MGE,stability/transfer/defense,res,stability/transfer/defense-res
ureF,2857,Virulence,Stress survival,Stress survival,ureF
vscU,2858,Virulence,Effector delivery system,Effector delivery system,vscU
wbpM,2859,Virulence,Immune modulation,Immune modulation,wbpM
wbtD,2860,Virulence,Immune modulation,Immune modulation,wbtD
wcbM,2861,Virulence,Immune modulation,Immune modulation,wcbM
wecA,2862,Virulence,Immune modulation,Immune modulation,wecA
ybtE,2863,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ybtE
ybtP,2864,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ybtP
ybtS,2865,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ybtS
CMEB,2866,ARG,multidrug,multidrug,CMEB
cpsB/cdsA,2867,Virulence,Immune modulation,Immune modulation,cpsB/cdsA
flhF,2868,Virulence,Motility,Motility,flhF
FOSC2,2869,ARG,fosfomycin,fosfomycin,FOSC2
FTT_RS04120,2870,Virulence,Immune modulation,Immune modulation,FTT_RS04120
galU,2871,Virulence,Immune modulation,Immune modulation,galU
glgX,2872,Virulence,Effector delivery system,Effector delivery system,glgX
Integron-int1,2873,MGE,Integron,int1,Integron-int1
invA,2874,Virulence,Effector delivery system,Effector delivery system,invA
neuB,2875,Virulence,Immune modulation,Immune modulation,neuB
PBP-1A,2876,ARG,beta-lactam,beta-lactam,PBP-1A
Phage-29,2877,MGE,Phage,29,Phage-29
Phage-hol,2878,MGE,Phage,hol,Phage-hol
Phage-immR_2,2879,MGE,Phage,immR_2,Phage-immR_2
Plasmid-trbJ,2880,MGE,Plasmid,trbJ,Plasmid-trbJ
PSEUDOMONAS_AERUGINOSA_EMRE,2881,ARG,aminoglycoside,aminoglycoside,PSEUDOMONAS_AERUGINOSA_EMRE
pvdD,2882,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,pvdD
ratB,2883,Virulence,Adherence,Adherence,ratB
replication/recombination/repair-parA1,2884,MGE,replication/recombination/repair,parA1,replication/recombination/repair-parA1
replication/recombination/repair-uvrB_2,2885,MGE,replication/recombination/repair,uvrB_2,replication/recombination/repair-uvrB_2
replication/recombination/repair-xerD_3,2886,MGE,replication/recombination/repair,xerD_3,replication/recombination/repair-xerD_3
rfbF,2887,Virulence,Immune modulation,Immune modulation,rfbF
sipB/sspB,2888,Virulence,Effector delivery system,Effector delivery system,sipB/sspB
VANKI,2889,ARG,glycopeptide,glycopeptide,VANKI
VANYG1,2890,ARG,glycopeptide,glycopeptide,VANYG1
ARLS,2891,ARG,multidrug,multidrug,ARLS
ascN,2892,Virulence,Effector delivery system,Effector delivery system,ascN
cdsN,2893,Virulence,Effector delivery system,Effector delivery system,cdsN
competence-accC',2894,MGE,competence,accC',competence-accC'
DFRF,2895,ARG,diaminopyrimidine,diaminopyrimidine,DFRF
fbpC,2896,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,fbpC
integration/excision-yqaJ,2897,MGE,integration/excision,yqaJ,integration/excision-yqaJ
MDSA,2898,ARG,multidrug,multidrug,MDSA
mshE,2899,Virulence,Adherence,Adherence,mshE
MSRE,2900,ARG,MLS,MLS,MSRE
pfoA,2901,Virulence,Exotoxin,Exotoxin,pfoA
Phage-CPA0001,2902,MGE,Phage,CPA0001,Phage-CPA0001
Phage-hupA,2903,MGE,Phage,hupA,Phage-hupA
"regulation,competence-evgS_9",2904,MGE,"regulation,competence",evgS_9,"regulation,competence-evgS_9"
replication/recombination/repair-ORF34,2905,MGE,replication/recombination/repair,ORF34,replication/recombination/repair-ORF34
srtC1,2906,Virulence,Adherence,Adherence,srtC1
stability/transfer/defense-bcgIB,2907,MGE,stability/transfer/defense,bcgIB,stability/transfer/defense-bcgIB
stability/transfer/defense-haeIIIM_2,2908,MGE,stability/transfer/defense,haeIIIM_2,stability/transfer/defense-haeIIIM_2
stability/transfer/defense-hicA,2909,MGE,stability/transfer/defense,hicA,stability/transfer/defense-hicA
stability/transfer/defense-stbC,2910,MGE,stability/transfer/defense,stbC,stability/transfer/defense-stbC
VANM,2911,ARG,glycopeptide,glycopeptide,VANM
wbpI,2912,Virulence,Immune modulation,Immune modulation,wbpI
wbtM,2913,Virulence,Immune modulation,Immune modulation,wbtM
BJP-1,2914,ARG,beta-lactam,beta-lactam,BJP-1
CEOB,2915,ARG,multidrug,multidrug,CEOB
cheR,2916,Virulence,Motility,Motility,cheR
clbC,2917,Virulence,Exotoxin,Exotoxin,clbC
fliE,2918,Virulence,Motility,Motility,fliE
Insertion sequence-istB_2,2919,MGE,Insertion sequence,istB_2,Insertion sequence-istB_2
integration/excision-exc,2920,MGE,integration/excision,exc,integration/excision-exc
integration/excision-xerD_1,2921,MGE,integration/excision,xerD_1,integration/excision-xerD_1
Integron-intS_3,2922,MGE,Integron,intS_3,Integron-intS_3
MEXD,2923,ARG,multidrug,multidrug,MEXD
MEXI,2924,ARG,multidrug,multidrug,MEXI
Phage-12,2925,MGE,Phage,12,Phage-12
Phage-21,2926,MGE,Phage,21,Phage-21
Phage-24,2927,MGE,Phage,24,Phage-24
Phage-33,2928,MGE,Phage,33,Phage-33
Phage-53,2929,MGE,Phage,53,Phage-53
Phage-8,2930,MGE,Phage,8,Phage-8
Phage-cI_1,2931,MGE,Phage,cI_1,Phage-cI_1
Phage-dsbA,2932,MGE,Phage,dsbA,Phage-dsbA
Phage-exoD,2933,MGE,Phage,exoD,Phage-exoD
Phage-regA,2934,MGE,Phage,regA,Phage-regA
Phage-rexA,2935,MGE,Phage,rexA,Phage-rexA
Plasmid-bfmC,2936,MGE,Plasmid,bfmC,Plasmid-bfmC
Plasmid-dda,2937,MGE,Plasmid,dda,Plasmid-dda
Plasmid-mobB-like2,2938,MGE,Plasmid,mobB-like2,Plasmid-mobB-like2
Plasmid-pilV,2939,MGE,Plasmid,pilV,Plasmid-pilV
Plasmid-traH_2,2940,MGE,Plasmid,traH_2,Plasmid-traH_2
Plasmid-traN_1,2941,MGE,Plasmid,traN_1,Plasmid-traN_1
ppsA,2942,Virulence,Immune modulation,Immune modulation,ppsA
pvdJ,2943,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,pvdJ
replication/recombination/repair-helD,2944,MGE,replication/recombination/repair,helD,replication/recombination/repair-helD
replication/recombination/repair-parM_4,2945,MGE,replication/recombination/repair,parM_4,replication/recombination/repair-parM_4
replication/recombination/repair-pi360,2946,MGE,replication/recombination/repair,pi360,replication/recombination/repair-pi360
replication/recombination/repair-rnh,2947,MGE,replication/recombination/repair,rnh,replication/recombination/repair-rnh
replication/recombination/repair-rsv,2948,MGE,replication/recombination/repair,rsv,replication/recombination/repair-rsv
replication/recombination/repair-soj,2949,MGE,replication/recombination/repair,soj,replication/recombination/repair-soj
replication/recombination/repair-umuC_7,2950,MGE,replication/recombination/repair,umuC_7,replication/recombination/repair-umuC_7
ROSA,2951,ARG,fosmidomycin,fosmidomycin,ROSA
stability/transfer/defense-NGR_a02800,2952,MGE,stability/transfer/defense,NGR_a02800,stability/transfer/defense-NGR_a02800
stability/transfer/defense-ORF,2953,MGE,stability/transfer/defense,ORF,stability/transfer/defense-ORF
TCR3,2954,ARG,tetracycline,tetracycline,TCR3
TETA,2955,ARG,tetracycline,tetracycline,TETA
TETX,2956,ARG,tetracycline,tetracycline,TETX
TRIC,2957,ARG,triclosan,triclosan,TRIC
ykgK/ecpR,2958,Virulence,Adherence,Adherence,ykgK/ecpR
YOJI,2959,ARG,peptide,peptide,YOJI
yscN,2960,Virulence,Effector delivery system,Effector delivery system,yscN
ACRA,2961,ARG,multidrug,multidrug,ACRA
chuW,2962,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,chuW
CRPP,2963,ARG,fluoroquinolone,fluoroquinolone,CRPP
integration/excision-tnsA,2964,MGE,integration/excision,tnsA,integration/excision-tnsA
Integron-insA_15,2965,MGE,Integron,insA_15,Integron-insA_15
Integron-insE3,2966,MGE,Integron,insE3,Integron-insE3
Integron-insF3,2967,MGE,Integron,insF3,Integron-insF3
KP1_RS17225,2968,Virulence,Immune modulation,Immune modulation,KP1_RS17225
lpxB,2969,Virulence,Immune modulation,Immune modulation,lpxB
manC,2970,Virulence,Immune modulation,Immune modulation,manC
MEPR,2971,ARG,multidrug,multidrug,MEPR
MEXG,2972,ARG,multidrug,multidrug,MEXG
Phage-19,2973,MGE,Phage,19,Phage-19
Phage-denA,2974,MGE,Phage,denA,Phage-denA
Phage-gp43,2975,MGE,Phage,gp43,Phage-gp43
Phage-gp54,2976,MGE,Phage,gp54,Phage-gp54
Phage-lexA_4,2977,MGE,Phage,lexA_4,Phage-lexA_4
Phage-Mup46,2978,MGE,Phage,Mup46,Phage-Mup46
Phage-orf9,2979,MGE,Phage,orf9,Phage-orf9
Phage-ripA,2980,MGE,Phage,ripA,Phage-ripA
Phage-uvsW,2981,MGE,Phage,uvsW,Phage-uvsW
pilM,2982,Virulence,Adherence,Adherence,pilM
Plasmid-pilL,2983,MGE,Plasmid,pilL,Plasmid-pilL
Plasmid-pilN,2984,MGE,Plasmid,pilN,Plasmid-pilN
Plasmid-pilO,2985,MGE,Plasmid,pilO,Plasmid-pilO
Plasmid-pilP,2986,MGE,Plasmid,pilP,Plasmid-pilP
Plasmid-pilQ,2987,MGE,Plasmid,pilQ,Plasmid-pilQ
Plasmid-tcpE,2988,MGE,Plasmid,tcpE,Plasmid-tcpE
Plasmid-triL,2989,MGE,Plasmid,triL,Plasmid-triL
pyrB,2990,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,pyrB
replication/recombination/repair-45,2991,MGE,replication/recombination/repair,45,replication/recombination/repair-45
replication/recombination/repair-dnaC_1,2992,MGE,replication/recombination/repair,dnaC_1,replication/recombination/repair-dnaC_1
replication/recombination/repair-imuA1,2993,MGE,replication/recombination/repair,imuA1,replication/recombination/repair-imuA1
replication/recombination/repair-rad50,2994,MGE,replication/recombination/repair,rad50,replication/recombination/repair-rad50
replication/recombination/repair-uvsW.1,2995,MGE,replication/recombination/repair,uvsW.1,replication/recombination/repair-uvsW.1
rfbG,2996,Virulence,Immune modulation,Immune modulation,rfbG
shufflon-rci,2997,MGE,shufflon,rci,shufflon-rci
TLCC,2998,ARG,MLS,MLS,TLCC
tviC,2999,Virulence,Immune modulation,Immune modulation,tviC
ybtT,3000,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ybtT
yst1D,3001,Virulence,Effector delivery system,Effector delivery system,yst1D
allA,3002,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,allA
avrA,3003,Virulence,Effector delivery system,Effector delivery system,avrA
cap8O,3004,Virulence,Immune modulation,Immune modulation,cap8O
cheA-2,3005,Virulence,Motility,Motility,cheA-2
cheB-2,3006,Virulence,Motility,Motility,cheB-2
cheV,3007,Virulence,Motility,Motility,cheV
CLBC,3008,ARG,phenicol,phenicol,CLBC
clpB/vasG,3009,Virulence,Effector delivery system,Effector delivery system,clpB/vasG
Crispr-cas6e,3010,MGE,Crispr,cas6e,Crispr-cas6e
csgB,3011,Virulence,Adherence,Adherence,csgB
epsD,3012,Virulence,Effector delivery system,Effector delivery system,epsD
esaD,3013,Virulence,Effector delivery system,Effector delivery system,esaD
exeF,3014,Virulence,Effector delivery system,Effector delivery system,exeF
flhC,3015,Virulence,Motility,Motility,flhC
fliF,3016,Virulence,Motility,Motility,fliF
flrA,3017,Virulence,Motility,Motility,flrA
hcp,3018,Virulence,Effector delivery system,Effector delivery system,hcp
hilD,3019,Virulence,Effector delivery system,Effector delivery system,hilD
integration/excision-ORF,3020,MGE,integration/excision,ORF,integration/excision-ORF
integration/excision-P018,3021,MGE,integration/excision,P018,integration/excision-P018
integration/excision-ref,3022,MGE,integration/excision,ref,integration/excision-ref
integration/excision-yuaL,3023,MGE,integration/excision,yuaL,integration/excision-yuaL
Integron-insA,3024,MGE,Integron,insA,Integron-insA
invF,3025,Virulence,Effector delivery system,Effector delivery system,invF
invG,3026,Virulence,Effector delivery system,Effector delivery system,invG
iucD,3027,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,iucD
lfhA,3028,Virulence,Motility,Motility,lfhA
lirB,3029,Virulence,Effector delivery system,Effector delivery system,lirB
LPG_RS02380,3030,Virulence,Motility,Motility,LPG_RS02380
luxS,3031,Virulence,Biofilm,Biofilm,luxS
motA,3032,Virulence,Motility,Motility,motA
motB,3033,Virulence,Motility,Motility,motB
mshG,3034,Virulence,Adherence,Adherence,mshG
orgA/sctK,3035,Virulence,Effector delivery system,Effector delivery system,orgA/sctK
orgB/SctL,3036,Virulence,Effector delivery system,Effector delivery system,orgB/SctL
orgC,3037,Virulence,Effector delivery system,Effector delivery system,orgC
Phage-48,3038,MGE,Phage,48,Phage-48
Phage-clpP_1,3039,MGE,Phage,clpP_1,Phage-clpP_1
Phage-gpF2,3040,MGE,Phage,gpF2,Phage-gpF2
Phage-J_2,3041,MGE,Phage,J_2,Phage-J_2
Phage-Mup41,3042,MGE,Phage,Mup41,Phage-Mup41
Phage-orf16,3043,MGE,Phage,orf16,Phage-orf16
Phage-orf46,3044,MGE,Phage,orf46,Phage-orf46
Phage-rrrD_1,3045,MGE,Phage,rrrD_1,Phage-rrrD_1
Phage-Y,3046,MGE,Phage,Y,Phage-Y
Phage-ymfQ,3047,MGE,Phage,ymfQ,Phage-ymfQ
pilD/vcpD,3048,Virulence,Adherence,Adherence,pilD/vcpD
Plasmid-pilB,3049,MGE,Plasmid,pilB,Plasmid-pilB
Plasmid-pilM,3050,MGE,Plasmid,pilM,Plasmid-pilM
Plasmid-virD4,3051,MGE,Plasmid,virD4,Plasmid-virD4
prgH,3052,Virulence,Effector delivery system,Effector delivery system,prgH
purM,3053,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,purM
replication/recombination/repair-hupA,3054,MGE,replication/recombination/repair,hupA,replication/recombination/repair-hupA
replication/recombination/repair-recE,3055,MGE,replication/recombination/repair,recE,replication/recombination/repair-recE
replication/recombination/repair-yhgA,3056,MGE,replication/recombination/repair,yhgA,replication/recombination/repair-yhgA
rfaE,3057,Virulence,Immune modulation,Immune modulation,rfaE
RLMA(II),3058,ARG,MLS,MLS,RLMA(II)
sifA,3059,Virulence,Effector delivery system,Effector delivery system,sifA
sipC/sspC,3060,Virulence,Effector delivery system,Effector delivery system,sipC/sspC
slrP,3061,Virulence,Effector delivery system,Effector delivery system,slrP
sopA,3062,Virulence,Effector delivery system,Effector delivery system,sopA
sopB/sigD,3063,Virulence,Effector delivery system,Effector delivery system,sopB/sigD
spaP,3064,Virulence,Effector delivery system,Effector delivery system,spaP
ssaL,3065,Virulence,Effector delivery system,Effector delivery system,ssaL
ssaP,3066,Virulence,Effector delivery system,Effector delivery system,ssaP
ssaR,3067,Virulence,Effector delivery system,Effector delivery system,ssaR
ssaS,3068,Virulence,Effector delivery system,Effector delivery system,ssaS
ssaU,3069,Virulence,Effector delivery system,Effector delivery system,ssaU
ssaV,3070,Virulence,Effector delivery system,Effector delivery system,ssaV
sseJ,3071,Virulence,Effector delivery system,Effector delivery system,sseJ
sseL,3072,Virulence,Effector delivery system,Effector delivery system,sseL
stability/transfer/defense-M,3073,MGE,stability/transfer/defense,M,stability/transfer/defense-M
stability/transfer/defense-parD,3074,MGE,stability/transfer/defense,parD,stability/transfer/defense-parD
stability/transfer/defense-stbB,3075,MGE,stability/transfer/defense,stbB,stability/transfer/defense-stbB
stability/transfer/defense-uvrB_1,3076,MGE,stability/transfer/defense,uvrB_1,stability/transfer/defense-uvrB_1
STM0267,3077,Virulence,Effector delivery system,Effector delivery system,STM0267
STM0268,3078,Virulence,Effector delivery system,Effector delivery system,STM0268
vgrG2,3079,Virulence,Effector delivery system,Effector delivery system,vgrG2
vipA/mglA,3080,Virulence,Effector delivery system,Effector delivery system,vipA/mglA
vipB/mglB,3081,Virulence,Effector delivery system,Effector delivery system,vipB/mglB
wbtB,3082,Virulence,Immune modulation,Immune modulation,wbtB
algU,3083,Virulence,Biofilm,Biofilm,algU
BACTERIAL_REGULATORY_PROTEIN_LUXR,3084,ARG,unclassified,unclassified,BACTERIAL_REGULATORY_PROTEIN_LUXR
BPEF,3085,ARG,multidrug,multidrug,BPEF
cgsD,3086,Virulence,Adherence,Adherence,cgsD
chuV,3087,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,chuV
chuY,3088,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,chuY
clbD,3089,Virulence,Exotoxin,Exotoxin,clbD
clbH,3090,Virulence,Exotoxin,Exotoxin,clbH
clbN,3091,Virulence,Exotoxin,Exotoxin,clbN
colA,3092,Virulence,Exoenzyme,Exoenzyme,colA
DFRA12,3093,ARG,diaminopyrimidine,diaminopyrimidine,DFRA12
ebpA,3094,Virulence,Adherence,Adherence,ebpA
espL4,3095,Virulence,Effector delivery system,Effector delivery system,espL4
espX4,3096,Virulence,Effector delivery system,Effector delivery system,espX4
espX6,3097,Virulence,Effector delivery system,Effector delivery system,espX6
espY1,3098,Virulence,Effector delivery system,Effector delivery system,espY1
espY4,3099,Virulence,Effector delivery system,Effector delivery system,espY4
espY5,3100,Virulence,Effector delivery system,Effector delivery system,espY5
fliL,3101,Virulence,Motility,Motility,fliL
flmH,3102,Virulence,Motility,Motility,flmH
gmhA2,3103,Virulence,Immune modulation,Immune modulation,gmhA2
gspL,3104,Virulence,Effector delivery system,Effector delivery system,gspL
HMRM,3105,ARG,multidrug,multidrug,HMRM
HP1181,3106,ARG,multidrug,multidrug,HP1181
iap,3107,Virulence,Exotoxin,Exotoxin,iap
ibeB,3108,Virulence,Invasion,Invasion,ibeB
IlpA,3109,Virulence,Adherence,Adherence,IlpA
integration/excision-R02224,3110,MGE,integration/excision,R02224,integration/excision-R02224
Integron-insM_B,3111,MGE,Integron,insM_B,Integron-insM_B
Integron-intR,3112,MGE,Integron,intR,Integron-intR
kdtB,3113,Virulence,Immune modulation,Immune modulation,kdtB
MDTA,3114,ARG,multidrug,multidrug,MDTA
MEFC,3115,ARG,MLS,MLS,MEFC
motY,3116,Virulence,Motility,Motility,motY
neuD,3117,Virulence,Invasion,Invasion,neuD
OPRA,3118,ARG,multidrug,multidrug,OPRA
pchF,3119,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,pchF
PGPB,3120,ARG,peptide,peptide,PGPB
Phage-clpP1_2,3121,MGE,Phage,clpP1_2,Phage-clpP1_2
Phage-cox,3122,MGE,Phage,cox,Phage-cox
Phage-gp60,3123,MGE,Phage,gp60,Phage-gp60
Phage-gpU_1,3124,MGE,Phage,gpU_1,Phage-gpU_1
Phage-immA,3125,MGE,Phage,immA,Phage-immA
Phage-lysC,3126,MGE,Phage,lysC,Phage-lysC
Phage-M_2,3127,MGE,Phage,M_2,Phage-M_2
Phage-mor,3128,MGE,Phage,mor,Phage-mor
Phage-old,3129,MGE,Phage,old,Phage-old
Phage-orf27,3130,MGE,Phage,orf27,Phage-orf27
Phage-ORF8,3131,MGE,Phage,ORF8,Phage-ORF8
Phage-P_2,3132,MGE,Phage,P_2,Phage-P_2
Phage-Q_1,3133,MGE,Phage,Q_1,Phage-Q_1
